u	v	shared_kmers	jaccard	species_u	species_v
GCF_000005845.2_ASM584v2|NP_418672.4	GCF_000006765.1_ASM676v1|NP_251621.1	6	0.015915	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418675.1	GCF_000006765.1_ASM676v1|NP_253859.1	37	0.059390	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418679.1	GCF_000006765.1_ASM676v1|NP_252523.1	143	0.081808	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418681.1	GCF_000006765.1_ASM676v1|NP_252520.1	37	0.038906	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418683.4	GCF_000006765.1_ASM676v1|NP_252516.1	8	0.011478	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418684.1	GCF_000006765.1_ASM676v1|NP_252998.1	25	0.026015	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418707.1	GCF_000006765.1_ASM676v1|NP_252847.1	17	0.034483	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418707.1	GCF_000006765.1_ASM676v1|NP_252626.1	7	0.013972	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418707.1	GCF_000006765.1_ASM676v1|NP_251031.1	6	0.009852	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418711.1	GCF_000006765.1_ASM676v1|NP_252590.1	124	0.087079	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418711.1	GCF_000006765.1_ASM676v1|NP_251958.1	24	0.016427	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418712.1	GCF_000006765.1_ASM676v1|NP_250601.1	6	0.009724	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418737.1	GCF_000006765.1_ASM676v1|NP_249685.1	7	0.004118	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418743.1	GCF_000006765.1_ASM676v1|NP_251032.1	6	0.006243	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418751.4	GCF_000006765.1_ASM676v1|NP_248744.1	17	0.050147	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418760.1	GCF_000006765.1_ASM676v1|NP_250722.1	38	0.042411	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418772.4	GCF_000006765.1_ASM676v1|NP_253294.1	17	0.027200	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418772.4	GCF_000006765.1_ASM676v1|NP_251635.1	9	0.013353	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418773.1	GCF_000006765.1_ASM676v1|NP_253295.1	6	0.050847	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418774.2	GCF_000006765.1_ASM676v1|NP_253296.1	166	0.135179	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418775.1	GCF_000006765.1_ASM676v1|NP_248866.1	46	0.039182	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418775.1	GCF_000006765.1_ASM676v1|NP_253323.1	14	0.011299	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418775.1	GCF_000006765.1_ASM676v1|NP_249942.1	12	0.011215	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418775.1	GCF_000006765.1_ASM676v1|NP_250299.1	12	0.011215	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418775.1	GCF_000006765.1_ASM676v1|NP_251610.1	12	0.011173	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418775.1	GCF_000006765.1_ASM676v1|NP_253210.1	12	0.009983	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418775.1	GCF_000006765.1_ASM676v1|NP_249102.1	8	0.006584	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418775.1	GCF_000006765.1_ASM676v1|NP_251557.1	7	0.006836	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418775.1	GCF_000006765.1_ASM676v1|NP_252997.1	7	0.006003	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418775.1	GCF_000006765.1_ASM676v1|NP_252999.1	7	0.006019	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418788.1	GCF_000006765.1_ASM676v1|NP_253317.1	6	0.009105	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418792.1	GCF_000006765.1_ASM676v1|NP_252592.1	114	0.122318	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418805.1	GCF_000006765.1_ASM676v1|NP_253647.1	10	0.013680	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418806.1	GCF_000006765.1_ASM676v1|NP_253299.1	40	0.046350	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418808.1	GCF_000006765.1_ASM676v1|NP_253285.1	118	0.121775	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418808.1	GCF_000006765.1_ASM676v1|NP_251709.1	12	0.010318	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418808.1	GCF_000006765.1_ASM676v1|NP_253939.1	11	0.009524	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418808.1	GCF_000006765.1_ASM676v1|NP_253394.1	9	0.011494	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418808.1	GCF_000006765.1_ASM676v1|NP_250567.1	8	0.006390	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418808.1	GCF_000006765.1_ASM676v1|NP_253151.1	8	0.010390	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418808.1	GCF_000006765.1_ASM676v1|NP_250654.1	7	0.006679	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418808.1	GCF_000006765.1_ASM676v1|NP_252065.1	6	0.007802	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418808.1	GCF_000006765.1_ASM676v1|NP_252726.1	6	0.007151	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418809.4	GCF_000006765.1_ASM676v1|NP_251710.1	8	0.006304	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418814.1	GCF_000006765.1_ASM676v1|NP_253254.1	14	0.048780	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418815.1	GCF_000006765.1_ASM676v1|NP_249154.1	17	0.039443	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418815.1	GCF_000006765.1_ASM676v1|NP_251499.1	7	0.015982	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418816.1	GCF_000006765.1_ASM676v1|NP_249155.1	35	0.038760	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418818.1	GCF_000006765.1_ASM676v1|NP_249154.1	8	0.017817	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_009518751.1	GCF_000006765.1_ASM676v1|NP_250223.1	65	0.062863	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_009518786.1	GCF_000006765.1_ASM676v1|NP_252438.1	8	0.009456	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_009518822.1	GCF_000006765.1_ASM676v1|NP_254021.1	50	0.122850	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_010051172.1	GCF_000006765.1_ASM676v1|NP_253388.1	14	0.009050	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_010051194.1	GCF_000006765.1_ASM676v1|NP_253232.1	234	0.177542	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_010051194.1	GCF_000006765.1_ASM676v1|NP_249150.1	75	0.050882	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_010051194.1	GCF_000006765.1_ASM676v1|NP_250353.1	30	0.019405	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_010051194.1	GCF_000006765.1_ASM676v1|NP_251061.1	27	0.017751	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_010051194.1	GCF_000006765.1_ASM676v1|NP_248780.1	21	0.013291	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_010051194.1	GCF_000006765.1_ASM676v1|NP_251310.1	13	0.009003	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_010051194.1	GCF_000006765.1_ASM676v1|NP_252055.1	10	0.009434	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_010051194.1	GCF_000006765.1_ASM676v1|NP_251415.1	9	0.006834	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_010283911.1	GCF_000006765.1_ASM676v1|NP_248868.1	49	0.039935	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_010283911.1	GCF_000006765.1_ASM676v1|NP_250149.1	17	0.012445	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_010283915.1	GCF_000006765.1_ASM676v1|NP_253432.1	136	0.095439	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_010283915.1	GCF_000006765.1_ASM676v1|NP_253495.1	6	0.004422	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_010283916.1	GCF_000006765.1_ASM676v1|NP_253432.1	136	0.095910	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_010283916.1	GCF_000006765.1_ASM676v1|NP_253495.1	6	0.004444	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_025294.2	GCF_000006765.1_ASM676v1|NP_253384.1	82	0.077652	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_025300.1	GCF_000006765.1_ASM676v1|NP_250751.1	31	0.037759	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_025300.1	GCF_000006765.1_ASM676v1|NP_250498.1	29	0.035024	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_025300.1	GCF_000006765.1_ASM676v1|NP_253195.1	17	0.026814	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_025300.1	GCF_000006765.1_ASM676v1|NP_252066.1	7	0.011844	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_025307.1	GCF_000006765.1_ASM676v1|NP_250052.1	12	0.013158	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_025308.1	GCF_000006765.1_ASM676v1|NP_250837.1	86	0.062958	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_025308.1	GCF_000006765.1_ASM676v1|NP_253303.1	12	0.009646	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_025308.1	GCF_000006765.1_ASM676v1|NP_252926.1	9	0.007401	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026168.2	GCF_000006765.1_ASM676v1|NP_248972.1	7	0.012433	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026169.1	GCF_000006765.1_ASM676v1|NP_252503.1	146	0.223926	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026169.1	GCF_000006765.1_ASM676v1|NP_250752.1	22	0.028758	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026170.1	GCF_000006765.1_ASM676v1|NP_252452.1	256	0.110013	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026171.3	GCF_000006765.1_ASM676v1|NP_252437.1	9	0.010727	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026172.1	GCF_000006765.1_ASM676v1|NP_253451.1	24	0.022284	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026186.1	GCF_000006765.1_ASM676v1|NP_253407.1	9	0.010393	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026188.1	GCF_000006765.1_ASM676v1|NP_249239.1	152	0.130360	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026190.1	GCF_000006765.1_ASM676v1|NP_254040.1	59	0.079088	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026191.1	GCF_000006765.1_ASM676v1|NP_254041.1	42	0.063927	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026196.1	GCF_000006765.1_ASM676v1|NP_253615.1	136	0.101493	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026201.1	GCF_000006765.1_ASM676v1|NP_251239.1	7	0.010753	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026204.1	GCF_000006765.1_ASM676v1|NP_251133.1	47	0.054971	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026204.1	GCF_000006765.1_ASM676v1|NP_254066.1	47	0.054971	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026211.1	GCF_000006765.1_ASM676v1|NP_248711.1	14	0.019663	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026215.2	GCF_000006765.1_ASM676v1|NP_253726.1	9	0.027607	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026218.1	GCF_000006765.1_ASM676v1|NP_250834.1	31	0.019770	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026219.1	GCF_000006765.1_ASM676v1|NP_253275.1	32	0.050235	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026221.1	GCF_000006765.1_ASM676v1|NP_251012.1	6	0.006818	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026223.1	GCF_000006765.1_ASM676v1|NP_249765.1	35	0.050360	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026224.1	GCF_000006765.1_ASM676v1|NP_251374.1	9	0.003326	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026225.1	GCF_000006765.1_ASM676v1|NP_253918.1	184	0.113022	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026225.1	GCF_000006765.1_ASM676v1|NP_252362.1	6	0.005004	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026225.1	GCF_000006765.1_ASM676v1|NP_251114.1	6	0.001164	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026228.1	GCF_000006765.1_ASM676v1|NP_249524.1	12	0.027714	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026232.1	GCF_000006765.1_ASM676v1|NP_249577.1	6	0.007177	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026233.1	GCF_000006765.1_ASM676v1|NP_249837.1	7	0.009223	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026241.1	GCF_000006765.1_ASM676v1|NP_064724.1	239	0.175606	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026241.1	GCF_000006765.1_ASM676v1|NP_253654.1	29	0.020803	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026244.1	GCF_000006765.1_ASM676v1|NP_249608.1	41	0.034025	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026248.1	GCF_000006765.1_ASM676v1|NP_249044.1	183	0.176812	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026251.1	GCF_000006765.1_ASM676v1|NP_253983.1	64	0.050473	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026251.1	GCF_000006765.1_ASM676v1|NP_254130.1	27	0.019795	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026252.1	GCF_000006765.1_ASM676v1|NP_253928.1	7	0.007121	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026255.1	GCF_000006765.1_ASM676v1|NP_253848.1	40	0.060883	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026255.1	GCF_000006765.1_ASM676v1|NP_252757.1	8	0.012384	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026258.1	GCF_000006765.1_ASM676v1|NP_253784.1	9	0.009901	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026258.1	GCF_000006765.1_ASM676v1|NP_249557.1	7	0.007642	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026258.1	GCF_000006765.1_ASM676v1|NP_251690.1	7	0.007667	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026258.1	GCF_000006765.1_ASM676v1|NP_249480.1	6	0.006550	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026260.1	GCF_000006765.1_ASM676v1|NP_253947.1	46	0.080702	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026263.3	GCF_000006765.1_ASM676v1|NP_252034.1	34	0.026625	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026269.1	GCF_000006765.1_ASM676v1|NP_253750.1	46	0.101996	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026271.1	GCF_000006765.1_ASM676v1|NP_251556.1	12	0.023762	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026272.1	GCF_000006765.1_ASM676v1|NP_251703.1	37	0.050616	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026272.1	GCF_000006765.1_ASM676v1|NP_250691.1	10	0.013158	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026272.1	GCF_000006765.1_ASM676v1|NP_248919.1	8	0.010390	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026272.1	GCF_000006765.1_ASM676v1|NP_252279.1	7	0.009079	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026274.1	GCF_000006765.1_ASM676v1|NP_253804.1	156	0.149140	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026274.1	GCF_000006765.1_ASM676v1|NP_252955.1	7	0.007092	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026274.1	GCF_000006765.1_ASM676v1|NP_252967.1	7	0.007092	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026278.1	GCF_000006765.1_ASM676v1|NP_249028.1	12	0.007643	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026278.1	GCF_000006765.1_ASM676v1|NP_252252.1	6	0.003384	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026282.1	GCF_000006765.1_ASM676v1|NP_252066.1	67	0.150224	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026282.1	GCF_000006765.1_ASM676v1|NP_250498.1	6	0.007833	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026282.1	GCF_000006765.1_ASM676v1|NP_250751.1	6	0.007884	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026286.1	GCF_000006765.1_ASM676v1|NP_250637.1	19	0.019408	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026286.1	GCF_000006765.1_ASM676v1|NP_248826.1	10	0.009990	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026286.1	GCF_000006765.1_ASM676v1|NP_252065.1	6	0.008333	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_026291.2	GCF_000006765.1_ASM676v1|NP_252254.1	10	0.021552	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_588442.1	GCF_000006765.1_ASM676v1|NP_253295.1	11	0.099099	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|YP_588464.1	GCF_000006765.1_ASM676v1|NP_252302.1	6	0.046512	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415330.1	GCF_000006765.1_ASM676v1|NP_248763.1	6	0.012959	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415376.4	GCF_000006765.1_ASM676v1|NP_248763.1	6	0.010000	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416399.1	GCF_000006765.1_ASM676v1|NP_248870.1	6	0.006615	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416400.1	GCF_000006765.1_ASM676v1|NP_248870.1	6	0.006472	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418775.1	GCF_000006765.1_ASM676v1|NP_248870.1	6	0.006486	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415644.1	GCF_000006765.1_ASM676v1|NP_248874.1	7	0.010937	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416427.1	GCF_000006765.1_ASM676v1|NP_248897.1	7	0.011609	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418459.1	GCF_000006765.1_ASM676v1|NP_248897.1	7	0.009669	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414796.2	GCF_000006765.1_ASM676v1|NP_248971.1	7	0.010606	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418459.1	GCF_000006765.1_ASM676v1|NP_248971.1	7	0.010249	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415958.1	GCF_000006765.1_ASM676v1|NP_248971.1	7	0.010786	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414608.1	GCF_000006765.1_ASM676v1|NP_248971.1	6	0.011009	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416917.1	GCF_000006765.1_ASM676v1|NP_248993.1	8	0.010944	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418181.1	GCF_000006765.1_ASM676v1|NP_249017.1	6	0.010169	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415635.4	GCF_000006765.1_ASM676v1|NP_249065.1	6	0.013636	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415376.4	GCF_000006765.1_ASM676v1|NP_249294.1	8	0.010989	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418304.1	GCF_000006765.1_ASM676v1|NP_249564.1	8	0.008247	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417189.2	GCF_000006765.1_ASM676v1|NP_249564.1	7	0.006958	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416986.4	GCF_000006765.1_ASM676v1|NP_249564.1	6	0.005115	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418530.1	GCF_000006765.1_ASM676v1|NP_249583.1	7	0.014028	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414864.1	GCF_000006765.1_ASM676v1|NP_249788.1	7	0.006993	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417049.1	GCF_000006765.1_ASM676v1|NP_249790.1	13	0.014541	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416986.4	GCF_000006765.1_ASM676v1|NP_249790.1	13	0.011607	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417189.2	GCF_000006765.1_ASM676v1|NP_249790.1	10	0.010449	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418304.1	GCF_000006765.1_ASM676v1|NP_249790.1	8	0.008658	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418432.1	GCF_000006765.1_ASM676v1|NP_249790.1	6	0.006682	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417049.1	GCF_000006765.1_ASM676v1|NP_249887.1	11	0.012373	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416986.4	GCF_000006765.1_ASM676v1|NP_249887.1	10	0.008961	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417189.2	GCF_000006765.1_ASM676v1|NP_249887.1	9	0.009464	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418304.1	GCF_000006765.1_ASM676v1|NP_249887.1	9	0.009825	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415839.1	GCF_000006765.1_ASM676v1|NP_249887.1	6	0.006231	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418432.1	GCF_000006765.1_ASM676v1|NP_249887.1	6	0.006734	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_414864.1	GCF_000006765.1_ASM676v1|NP_249887.1	6	0.006135	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415185.1	GCF_000006765.1_ASM676v1|NP_249947.1	8	0.017279	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417049.1	GCF_000006765.1_ASM676v1|NP_250026.1	14	0.016568	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_417189.2	GCF_000006765.1_ASM676v1|NP_250026.1	13	0.014349	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418432.1	GCF_000006765.1_ASM676v1|NP_250026.1	12	0.014218	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_418304.1	GCF_000006765.1_ASM676v1|NP_250026.1	9	0.010286	Escherichia coli	Pseudomonas aeruginosa
